series_title,released_year,certificate,certificate_age,a,b,c,d,e,f,g,h,i,overview,runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,L1,a1,b1,L2,a2,b2,L3,a3,b3,R1,G1,B1,R2,G2,B2,R3,G3,B3,H1,S1,V1,H2,S2,V2,H3,S3,V3,black,white,red,orange,yellow,green,blue,purple,colorname1,colorname2,colorname3,hex1,hex2,hex3,file_name,dominant_color_file,agent,american,army,assassin,battle,boy,child,city,crime,daughter,day,dead,death,detective,discovers,drug,falls,family,father,fight,film,forced,friend,future,german,girl,home,killer,lawyer,leads,life,lives,love,missing,mother,murder,mysterious,officer,past,people,police,relationship,save,school,search,secret,series,son,story,team,time,town,violent,war,wife,woman,world,york,discover,fall,lead,live,couple,event,force,french,gang,struggle,track,band,black,british,children,criminal,free,gangster,indian,journey,king,rich,capture,christmas,escape,insane,robbery,classroom,community,conflict,destruction,guard,lord,medieval,prisoner,accident,evil,princess,race,soldier,aging,delivery,game,legendary,night,universe,sum_keyword,cv_L1,cv_a1,cv_b1,cv_L2,cv_a2,cv_b2,cv_L3,cv_a3,cv_b3,genre
The Lord of the Rings: The Fellowship of the Ring,2001,普遍級,0,0,1,1,0,0,0,0,0,0,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,139,8.8,92,Peter Jackson,Elijah Wood,Ian McKellen,Orlando Bloom,Sean Bean,12.65929943,2.32983275,8.87125632,79.75836799,-0.691414141,14.28080808,45.01785627,3.640198511,22.81091811,0.153618182,0.123546262,0.08080865,0.802573574,0.774502126,0.670581503,0.478519348,0.406783789,0.267716587,0.097829709,0.473964286,0.153618182,0.13122079,0.164461023,0.802573574,0.109950491,0.440531322,0.478519348,2,0,0,1,0,0,0,0,black,black,orange,#272015,#CDC5AB,#7A6844,poster11.jpg,poster11_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32.28121354,130.3298327,136.8712563,203.3838384,127.3085859,142.2808081,114.7955335,131.6401985,150.8109181,"熱血, 劇情"
Forrest Gump,1994,保護級,6,1,0,1,0,0,0,0,0,0,"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",178,8.8,82,Robert Zemeckis,Tom Hanks,Robin Wright,Gary Sinise,Sally Field,98.28116042,0.092007797,-0.046393762,29.41041477,7.581755594,5.860585198,70.62355234,4.371929825,0.215204678,0.981136583,0.980269965,0.980802424,0.326307065,0.254775855,0.237476206,0.709686885,0.666982326,0.676540113,0.897598288,0.00088328,0.981136583,0.032458032,0.272230879,0.326307065,0.962698022,0.060173803,0.709686885,1,1,1,0,0,0,0,0,white,red,black,#FAFAFA,#53413D,#B5AAAD,poster12.jpg,poster12_color.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,250.6169591,128.0920078,127.9536062,74.99655766,135.5817556,133.8605852,180.0900585,132.3719298,128.2152047,"歡樂, 劇情"
"Il buono, il brutto, il cattivo",1966,輔導級,12,0,0,0,1,0,0,0,0,0,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,148,8.8,90,Sergio Leone,Clint Eastwood,Eli Wallach,Lee Van Cleef,Aldo Giuffr√®,92.78260172,4.945156889,-0.957435198,17.38154344,14.71284404,2.22293578,58.04874352,16.98122584,0.893981226,0.954373582,0.906416331,0.926630672,0.246119459,0.133981967,0.157235848,0.661118903,0.504965331,0.543785155,0.92974875,0.050249977,0.954373582,0.965438438,0.455622211,0.246119459,0.958566618,0.236195897,0.661118903,0,1,2,0,0,0,0,0,white,red,red,#F3E7EC,#3F2228,#A9818B,poster13.jpg,poster13_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,236.5956344,132.9451569,127.0425648,44.32293578,142.712844,130.2229358,148.024296,144.9812258,128.8939812,西部與戰爭
The Lord of the Rings: The Two Towers,2002,保護級,6,0,1,1,0,0,0,0,0,0,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",133,8.7,87,Peter Jackson,Elijah Wood,Ian McKellen,Viggo Mortensen,Orlando Bloom,5.967636398,2.071991001,4.471691039,79.8225772,0.17690783,19.76114965,40.72093484,2.869218501,18.52631579,0.095762909,0.070381477,0.04273129,0.820067244,0.772364715,0.63109837,0.425747506,0.367898336,0.257227675,0.086898431,0.553780368,0.095762909,0.124594016,0.23043095,0.820067244,0.109453647,0.395821064,0.425747506,1,0,0,2,0,0,0,0,black,orange,orange,#18120B,#D1C5A1,#6D5E42,poster14.jpg,poster14_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.21747282,130.071991,132.471691,203.5475719,128.1769078,147.7611497,103.8383838,130.8692185,146.5263158,"熱血, 劇情"
The Matrix,1999,輔導級,12,0,1,0,0,0,0,0,1,0,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",124,8.7,73,Lana Wachowski,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,8.223024747,-0.08677686,-5.521546635,38.60046239,-4.745929946,-12.14997533,69.64276588,-4.573414422,-8.615117289,0.081391617,0.094838587,0.122457187,0.287196696,0.367757136,0.432710104,0.607700404,0.678832447,0.727318886,0.612091467,0.335346344,0.122457187,0.57439517,0.336283823,0.432710104,0.567557062,0.164464974,0.727318886,2,0,0,0,0,0,1,0,black,blue,black,#15181F,#495E6E,#9BADB9,poster15.jpg,poster15_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,20.96871311,127.9132231,122.4784534,98.43117908,123.2540701,115.8500247,177.589053,123.4265856,119.3848827,"熱血, 奇幻"
Goodfellas,1990,輔導級,12,0,0,1,0,1,1,0,0,0,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",146,8.7,90,Martin Scorsese,Robert De Niro,Ray Liotta,Joe Pesci,Lorraine Bracco,1.615008157,0.908849918,-0.49408646,75.56912073,3.209119497,-2.959119497,33.41207048,4.2417154,-2.421052632,0.030555949,0.020366477,0.028058084,0.746495261,0.722870902,0.751804213,0.329648589,0.299579579,0.323585656,0.874190292,0.333469335,0.030555949,0.802751789,0.038485167,0.751804213,0.86693899,0.091215346,0.329648589,3,0,0,0,0,0,0,0,black,black,black,#080507,#BEB8C0,#544C53,poster16.jpg,poster16_color.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4.118270799,128.9088499,127.5059135,192.7012579,131.2091195,125.0408805,85.20077973,132.2417154,125.5789474,"劇情, 傳記與歷史, 黑暗"
Star Wars: Episode V - The Empire Strikes Back,1980,保護級,6,0,1,0,0,0,0,0,1,0,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",136,8.7,82,Irvin Kershner,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,7.380580229,1.313026572,-3.467271549,75.00825693,0.085188771,-6.184898354,38.73250158,-0.04903964,-11.70167552,0.08794124,0.085487613,0.10539003,0.708270707,0.724885509,0.768444461,0.326381094,0.359644266,0.431700953,0.687213811,0.188845349,0.10539003,0.620647705,0.078305925,0.768444461,0.614028332,0.243964852,0.431700953,2,0,0,0,0,0,1,0,black,black,blue,#16161B,#B5B9C4,#535C6E,poster17.jpg,poster17_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.82047959,129.3130266,124.5327285,191.2710552,128.0851888,121.8151016,98.76787904,127.9509604,116.2983245,"熱血, 奇幻"
One Flew Over the Cuckoo's Nest,1975,輔導級,12,0,0,1,0,0,0,0,0,0,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",179,8.7,83,Milos Forman,Jack Nicholson,Louise Fletcher,Michael Berryman,Peter Brocco,96.60261974,0.028483607,1.128688525,53.1942959,2.134090909,1.706818182,10.08757846,0.491315136,1.155086849,0.964744346,0.961240289,0.952895642,0.516636827,0.493048624,0.486904805,0.11307765,0.107396666,0.102359542,0.117377774,0.012281703,0.964744346,0.034439966,0.057549173,0.516636827,0.078327319,0.09478538,0.11307765,2,1,0,0,0,0,0,0,white,black,black,#F6F5F3,#847E7C,#1D1B1A,poster18.jpg,poster18_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,246.3366803,128.0284836,129.1286885,135.6454545,130.1340909,129.7068182,25.72332506,128.4913151,129.1550868,劇情
Hamilton,2020,輔導級,12,0,0,1,0,1,0,0,0,0,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",130,8.6,90,Thomas Kail,Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,Ren√©e Elise Goldsberry,51.00205415,12.78952381,54.51873016,76.12772181,4.570787293,60.05939227,9.983408748,5.419230769,11.75961538,0.618112214,0.440342968,0.050714806,0.858578424,0.717917326,0.273869306,0.149730148,0.095975551,0.030811887,0.114448931,0.917952105,0.618112214,0.126572344,0.681020046,0.858578424,0.091328368,0.794217214,0.149730148,1,0,0,2,0,0,0,0,orange,orange,black,#9E700D,#DBB746,#261808,poster19.jpg,poster19_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,130.0552381,140.7895238,182.5187302,194.1256906,132.5707873,188.0593923,25.45769231,133.4192308,139.7596154,"劇情, 傳記與歷史"
Gisaengchung,2019,輔導級,12,1,0,1,0,0,1,0,0,0,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,207,8.6,96,Bong Joon Ho,Kang-ho Song,Lee Sun-kyun,Cho Yeo-jeong,Choi Woo-sik,13.5133431,-6.581431535,-2.143672199,54.35559391,-24.700489,12.47310513,93.32938304,-5.593406593,1.298076923,0.087997879,0.146527278,0.14651095,0.343290334,0.555232049,0.420540782,0.883528573,0.937912482,0.913866832,0.499953505,0.399443706,0.146527278,0.394081519,0.381717366,0.555232049,0.426308932,0.057983991,0.937912482,1,1,0,0,0,1,0,0,black,green,white,#162525,#588E6B,#E1EFE9,poster20.jpg,poster20_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34.4590249,121.4185685,125.8563278,138.6067645,103.299511,140.4731051,237.9899267,122.4065934,129.2980769,"歡樂, 劇情, 黑暗"
Soorarai Pottru,2020,普遍級,0,0,0,1,0,0,0,0,0,0,"Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",133,8.6,,Sudha Kongara,Suriya,Madhavan,Paresh Rawal,Aparna Balamurali,55.83434721,11.998076,26.93121693,17.8607679,6.049508555,2.815799054,88.15573586,0.827586207,26.6454023,0.645507766,0.492301095,0.342445204,0.209069627,0.158998136,0.156439756,0.930024475,0.86101479,0.6675444,0.082411967,0.469494835,0.645507766,0.0081018,0.251733701,0.209069627,0.122847668,0.282229212,0.930024475,0,0,1,2,0,0,0,0,orange,red,orange,#A57E57,#352928,#EDDCAA,poster21.jpg,poster21_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142.3775854,139.998076,154.9312169,45.54495814,134.0495086,130.8157991,224.7971264,128.8275862,154.6454023,劇情
Interstellar,2014,保護級,6,0,1,1,0,0,0,0,1,0,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,121,8.6,74,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,Mackenzie Foy,61.25456607,-2.751605996,-5.516059957,85.87892223,-3.104643338,-3.885935397,21.49955695,-1.241599073,-5.347045191,0.544906964,0.586747705,0.61735601,0.807011946,0.850057795,0.870163202,0.181994421,0.205246889,0.232824745,0.570413407,0.117353755,0.61735601,0.553061513,0.072574037,0.870163202,0.590424553,0.21832011,0.232824745,1,1,0,0,0,0,1,0,black,white,blue,#8B969D,#CED9DE,#2E343B,poster22.jpg,poster22_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156.1991435,125.248394,122.48394,218.9912517,124.8953567,124.1140646,54.82387022,126.7584009,122.6529548,"熱血, 劇情, 奇幻"
Cidade de Deus,2002,輔導級,12,0,0,1,0,0,1,0,0,0,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",118,8.6,79,Fernando Meirelles,K√°tia Lund,Alexandre Rodrigues,Leandro Firmino,Matheus Nachtergaele,48.46015969,50.64895492,41.93326618,25.35335171,27.57128614,19.47058824,77.02630801,19.91582915,43.31972362,0.775251175,0.276887502,0.184286896,0.39656767,0.157890702,0.126517698,0.948763062,0.687833935,0.431247197,0.026115681,0.762287499,0.775251175,0.019362468,0.680968199,0.39656767,0.082634097,0.545463758,0.948763062,0,0,2,1,0,0,0,0,red,red,orange,#C6472F,#652820,#F2AF6E,poster23.jpg,poster23_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,123.5734072,178.6489549,169.9332662,64.65104686,155.5712861,147.4705882,196.4170854,147.9158291,171.3197236,"劇情, 黑暗"
Sen to Chihiro no kamikakushi,2001,普遍級,0,1,1,0,0,0,0,0,0,1,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",127,8.6,96,Hayao Miyazaki,Daveigh Chase,Suzanne Pleshette,Miyu Irino,Rumi Hiiragi,68.08427719,23.32049689,28.85093168,3.15188441,2.23655914,1.59315339,32.28975311,25.19435216,20.71179402,0.850304658,0.585430064,0.451159309,0.066976505,0.037712534,0.030266309,0.459088995,0.229792192,0.175561664,0.05606594,0.469414515,0.850304658,0.033806344,0.548105578,0.066976505,0.031878483,0.61758686,0.459088995,1,0,1,1,0,0,0,0,orange,black,red,#D99573,#110A08,#753B2D,poster24.jpg,poster24_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,173.6149068,151.3204969,156.8509317,8.037305245,130.2365591,129.5931534,82.33887043,153.1943522,148.711794,"歡樂, 熱血, 動畫"
Saving Private Ryan,1998,限制級,18,0,0,1,1,0,0,0,0,0,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",116,8.6,91,Steven Spielberg,Tom Hanks,Matt Damon,Tom Sizemore,Edward Burns,8.304330807,-0.636116152,-1.96415608,74.85115351,2.212092131,-4.127159309,46.26332008,1.107989464,-7.214661984,0.087175311,0.09585864,0.104625509,0.728339734,0.717801515,0.752300531,0.419534874,0.428523213,0.477020753,0.583732278,0.166787222,0.104625509,0.717577389,0.045858024,0.752300531,0.64060711,0.120510227,0.477020753,3,0,0,0,0,0,0,0,black,black,black,#16181B,#BAB7C0,#6B6D7A,poster25.jpg,poster25_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21.17604356,127.3638838,126.0358439,190.8704415,130.2120921,123.8728407,117.9714662,129.1079895,120.785338,"劇情, 西部與戰爭"
The Green Mile,1999,輔導級,12,0,0,1,0,0,1,0,1,0,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",169,8.6,61,Frank Darabont,Tom Hanks,Michael Clarke Duncan,David Morse,Bonnie Hunt,68.81929263,6.854796889,24.35350043,9.331085442,3.947786606,3.309591373,38.2724294,9.024933687,16.32891247,0.751792298,0.638420659,0.486325153,0.127569892,0.094884419,0.085607552,0.433777896,0.331028874,0.25107292,0.095489221,0.35311235,0.751792298,0.036846003,0.328936078,0.127569892,0.072937216,0.421194758,0.433777896,1,0,0,2,0,0,0,0,orange,black,orange,#C0A37C,#211816,#6F5440,poster26.jpg,poster26_color.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,175.4891962,134.8547969,152.3535004,23.79426788,131.9477866,131.3095914,97.59469496,137.0249337,144.3289125,"劇情, 黑暗, 奇幻"
La vita √® bella,1997,普遍級,0,1,0,1,0,0,0,0,0,0,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",189,8.6,59,Roberto Benigni,Roberto Benigni,Nicoletta Braschi,Giorgio Cantarini,Giustino Durano,41.52345098,3.035733333,8.797333333,76.3168081,3.380973649,9.741402412,10.09867895,2.801794454,4.980831974,0.420462553,0.376276905,0.327961692,0.78484938,0.728336387,0.668176548,0.130403212,0.102853763,0.082339286,0.087053628,0.219997858,0.420462553,0.085938086,0.148656335,0.78484938,0.071136084,0.368579311,0.130403212,2,0,0,1,0,0,0,0,orange,black,black,#6B6054,#C8BAAA,#211A15,poster27.jpg,poster27_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105.8848,131.0357333,136.7973333,194.6078607,131.3809736,137.7414024,25.75163132,130.8017945,132.980832,"歡樂, 劇情"
Se7en,1995,輔導級,12,0,0,1,0,0,1,0,0,0,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",125,8.6,65,David Fincher,Morgan Freeman,Brad Pitt,Kevin Spacey,Andrew Kevin Walker,7.68585706,10.2874139,7.028177833,69.23421193,14.99438728,45.79981291,34.19665739,24.1016066,30.15631785,0.147053283,0.067501538,0.044660344,0.831066713,0.619335939,0.332205925,0.480070749,0.250068981,0.129116613,0.037178986,0.696298219,0.147053283,0.095928571,0.600265635,0.831066713,0.057439779,0.731046698,0.480070749,1,0,0,2,0,0,0,0,black,orange,orange,#25110B,#D49E55,#7A4021,poster28.jpg,poster28_color.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19.5989355,138.2874139,135.0281778,176.5472404,142.9943873,173.7998129,87.20147634,152.1016066,158.1563178,"劇情, 黑暗"
The Silence of the Lambs,1991,輔導級,12,0,0,1,0,0,1,0,0,0,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",130,8.6,85,Jonathan Demme,Jodie Foster,Anthony Hopkins,Lawrence A. Bonney,Kasi Lemmons,38.26370016,7.529365701,-4.918559123,83.38674343,1.129270545,-0.359187442,5.016339869,3.331372549,-0.683333333,0.390538768,0.337503559,0.385271793,0.822380213,0.811983049,0.817429371,0.085823427,0.058634625,0.071207434,0.849885152,0.135800113,0.390538768,0.912695391,0.01264277,0.822380213,0.922929,0.316799305,0.085823427,3,0,0,0,0,0,0,0,black,black,black,#645662,#D2CFD0,#160F12,poster29.jpg,poster29_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97.5724354,135.5293657,123.0814409,212.6361958,129.1292705,127.6408126,12.79166667,131.3313725,127.3166667,"劇情, 黑暗"
Star Wars,1977,保護級,6,0,1,0,0,0,0,0,1,0,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",169,8.6,90,George Lucas,Mark Hamill,Harrison Ford,Carrie Fisher,Alec Guinness,45.14079293,4.373526807,-10.71137907,6.92164605,2.481316409,-7.499983053,93.34757143,0.008970003,3.815784875,0.422069901,0.41111431,0.489120022,0.081827539,0.080108811,0.122561545,0.934790745,0.924223228,0.896105837,0.690074335,0.15948174,0.489120022,0.673414281,0.346378907,0.122561545,0.121138503,0.041383495,0.934790745,2,1,0,0,0,0,0,0,black,black,white,#6C697D,#15141F,#EEECE5,poster30.jpg,poster30_color.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,115.109022,132.3735268,117.2886209,17.65019743,130.4813164,120.5000169,238.0363072,128.00897,131.8157849,"熱血, 奇幻"
